"Operation not allowed for reason code ""3"" on table","You can use queries to detect and remove the Load Pending state: ""Select TABSCHEMA, TABNAME, LOAD_STATUS from SYSIBMADM.ADMINTABINFO where load_status ='PENDING' and tabschema = '<schema_name>'"" .You must restart or terminate the previously failed LOAD operation on this table by issuing LOAD with the RESTART or TERMINATE option.db2 load from /dev/null of del terminate into <schema_name>.<table_name> nonrecoverable."
Load Pending state,"You can use queries to detect and remove the Load Pending state: ""Select TABSCHEMA, TABNAME, LOAD_STATUS from SYSIBMADM.ADMINTABINFO where load_status ='PENDING' and tabschema = '<schema_name>'"" .You must restart or terminate the previously failed LOAD operation on this table by issuing LOAD with the RESTART or TERMINATE option.db2 load from /dev/null of del terminate into <schema_name>.<table_name> nonrecoverable."
TNPM + DB2 + LDR become unreponsive,"You can use queries to detect and remove the Load Pending state: ""Select TABSCHEMA, TABNAME, LOAD_STATUS from SYSIBMADM.ADMINTABINFO where load_status ='PENDING' and tabschema = '<schema_name>'"" .You must restart or terminate the previously failed LOAD operation on this table by issuing LOAD with the RESTART or TERMINATE option.db2 load from /dev/null of del terminate into <schema_name>.<table_name> nonrecoverable."
AUDIT.EXECUTE Load Pending issue,"You can use queries to detect and remove the Load Pending state: ""Select TABSCHEMA, TABNAME, LOAD_STATUS from SYSIBMADM.ADMINTABINFO where load_status ='PENDING' and tabschema = '<schema_name>'"" .You must restart or terminate the previously failed LOAD operation on this table by issuing LOAD with the RESTART or TERMINATE option.db2 load from /dev/null of del terminate into <schema_name>.<table_name> nonrecoverable."
TNPM - Data not getting purged,Created an APAR IV92279  for this issue and provided customer a test fix for this issue.
Issue with Search Option in Resource Navigation,Suggested customer to install IF0016 and after installation of the fix and clearing the cache the issue got resolved. The fix IF0016 was for TNPM 1.4.1.
Subelement from bulk pvline data not getting discovered,"Check if Input is in proper format in incoming data.Most of the time issues with PVLINE techpacks are generated because of the incorrect formet related to timestamp,Options parameter in the input file. So please check and confirm."
TNPM 1.4 + SAM L2F 2.5 + Incorrect Speed Value in subelement label,There was a bug in the DC code because of which subelement label was not getting updated even after speed update.We provided customer a patch from DC side which helped customer to fix this issue at their end.Two LogToFile scripts : 
TNPM 1.4 ALU 5620 SAM Techpack - JMS connection issue,Please check if SamOss.jar is properly placed in your project.If not then first copy it from the SAM server and check the JMS connection.The samOss.jar file is distributed on a SAM distribution DVD which referred to as the 5620 SAM software DVD-ROM. It is available in the following directory<SAM_ROOT_RELEASE_DIR>/nms/integrations/SAM_O . Please copy the samOss.jar file from the directory on the DVD to /opt/IBM/InformationServer/Server/Projects/UDM/udm/jar directory.
TNPM 1.4 RAM adaptor issue,RAM adaptor had an issue where it can not sort the large number of files present in the adaptor_input_direcotry.There was a code change made for this issue and provided to customer.
TNPM + SDC 2.9 +  Calculating In/Outbound Utilization values incorrectly ,"There was an issue with Inbound/Outbound Ethernet formula calculation under ethernet and ethernet LAG formula tree.We provided updated formula to customer.Reference PMR number is : 16981,035,649"
TNPM 1.4 + SAM L2F 2.5 + DS job is not collecting XML files after Network Hiccup (FTP process halted),"This was also a code bug and updatd ds-file-transfer.jar was provided to customer.Reference PMR number is : 16643,035,649"
TNPM 1.4 + SAM L2F 2.5 + Need Clarification about Interface In/Outbound throughput Calculation,Fix from datachannel UBA was provided to fix this issue.one of the dependent variable periodicTime was getting updated after the calculation of Inbound/Outbound throughput which is the cause behind this false calculation. Ideally the value of periodicTime should get updated before CME start calculating Inbound/Outbound Throughput.This behaviour was fixed in the provided patch.For further investigation and log collection  please refer this technote - http://www-01.ibm.com/support/docview.wss?uid=swg21508294
TNPM 1.4 + SDC 2.9 + Ethernet Speed value not Aggregating properly in Ethernet LAG Reports,"Updated lagAggregatorDefinition.js was provided to customer as a fix for this issue.Reference PMR number is  17177,035,649."
LogToFile techpack RT_LOG issue.,"Updated libudm.so and libWaveOperator.so was provided to customer along with updated jars. These updated jars and libraries helped customer to reduce the amonut of logging on RT_LOG.Reference PMR number is 81673,220,796"
TNPM 1.4 + SAM L2F 2.5 + Interafce Baseline Threshold,"There was a problem in the inbound/Outbound Throughout formula for alcatel logtofile techpack as it was using periodicTime in the calculation instead of timeCaptured.Updated formula was provided to customer to fix this issue. Reference PMR number is 16450,035,649"
TNPM 1.4 + 5529 SDC 2.10 + OLT (MAX) Utilization data,The formula for Max utilization data was using min as the statitics. We have updated the formula and provided updated scripts to customer.
Collector startup Issue,At first we need to check  weather openssl is installed or not and softlink has been created for libcrypto.so or not.Most of the time collector startup issue comes when one of the two steps have not been followed.In the reference PMR 18345 customer has not created softlink and thus they were facing this issue.
SQL erros in the collector SNMP log,"Check if MODEL.DATA.CONVERT_STRINGS property has been set to true, If not then please set it.Please follow this step only it it is oracle data base, In case of DB2 extra precaution has to be taken where we need to set this property to true, start collectors and them make sure to turn this proerty set to false. reference PMR number is 36489,004,000."
DataBase installation fails,"Run the prereuisite scanner and make sure that all the packges are properly installed.The same issue has been faced by many of our customer. Reference PMR number is 45682,211,788."
Dataview Reports not available after patch installation.,Make sure to run import.sh to import Stylesheets to currently installaed dataview.This issue mainly occurs after new installation or a patch installation of dataview.Referec technote  number is  1586687.For further investigation and log collection  please refer this technote - http://www-01.ibm.com/support/docview.wss?uid=swg21508294
Percent Over value threshold report is not showing value correctly.,"Most of the time customer doesn't understadnt he concept of ""percent over value threshold"" thus they complain about it. Explanation about this feature is properly documented in DV user and admiistrator guide"
data not showing in reports,"Check if DC components are not processing the data and none of the components are in flow control assrted state. If yes then please stop the components, increase the FC_QUOTA and if the files are older than 3 days then clear the backlog data. Once you are done with these steps please restart the DC components.For further investigation and log collection  please refer this technote - http://www-01.ibm.com/support/docview.wss?uid=swg21508294"
Issue with UBA PVLINE techpack,"Check if Input is in proper format in incoming data.Most of the time issues with PVLINE techpacks are generated because of the incorrect formet related to timestamp,Options parameter in the input file. So please check and confirm."
DatChannel Issue,"There can be multiple issues with DataChannel,Some command issues are flow control asserted, CMEs are crashing , LDR/DLDR are in paused state.Please enter specific problem description.For further investigation and log collection  please refer this technote - http://www-01.ibm.com/support/docview.wss?uid=swg21508294"
DataView + CLASS CAST EXCEPTION WITH JAVA.MATH.BIGDECIMAL WHILE ACCESSING GROUPTOPN REPORT,The issue raised in this APAR has been resolved in the following Interim Fix: 1.4.0.0-TIV-TNPM-IF0040
TNPM 1.3.3 - Data View - Diagnostic View not working with search option,The issue raised in this APAR regarding the search option in the Diagnostic Reports has been resolved in the following Interim Fix: 1.3.3.0-TIV-TNPM-IF0010
TNPM Wireline 1.3.2 DataView Install Return Code 255,The issue described in this APAR has been clarified in a technote titled:Known Issues with Tivoli Netcool Performance Manager 1.3.2
UBA PVLINE TECHPACK IS NOT PROCESSING METRIC DATA,Make Sure to have first line of PVLine file as TYPE Both which is incorrect mentioned in the document as TypeBoth
Daaview Search function is very slow,There was an issue with the way it was handled in the code where it gathers whole reporting tree before preseting the results.It has been fixed and fix is available now with TNPM 1.4.0 + IF0026.Reference APAR number is IV67017.
Search fucntion not working ,There was an issue with the way it was handled in the code where it gathers whole reporting tree before preseting the results.It has been fixed and fix is available now with TNPM 1.4.0 + IF0026.Reference APAR number is IV67017.
DataView Search fucntion takes long  time to show results,There was an issue with the way it was handled in the code where it gathers whole reporting tree before preseting the results.It has been fixed and fix is available now with TNPM 1.4.0 + IF0026.Reference APAR number is IV67017.
Parenthesis doen't work in search in search function,The search parameter with parenthisis was not handled in the query whoch was causing quey to fail.This issue has been fixed in 1.4.0.0-TIV-TNPM-IF0040.Reference APAR number is IV75971
Dataview Resource navigation search function doesn't work with parenthisis,The search parameter with parenthisis was not handled in the query whoch was causing quey to fail.This issue has been fixed in 1.4.0.0-TIV-TNPM-IF0040.Reference APAR number is IV75971
Threshold changes are not correctly displayed in detail reports,This issue has been identified as a bug and fix for the same has been incorporated under 1.4.1.0-TIV-TNPM-IF0008.Before applying the fix please check the APAR details.Reference APAR number is IV76694.
"DVAPI extract on DASH does not have ""space"" after comma",This issue has been  fixed with the release of official fix  1.4.0.0-TIV-TNPM-IF0026.Before applying the fix please refer APAR details.Reference APAR number is IV69157.
Dataview Scheduled reports does not support CSV format,This was taken as an enhancement and fixed with the release of the official fix 1.4.0.0-TIV-TNPM-IF0026.Reference RFE number is RFE#56608.
Does TNPM supports ASM with oracle,No TNPM does not support ASM on oracle
Datachannel threshold not visible in reports,Check if Threshold configuration are properly defined and if the incoming values are actually violating the condition as defined for warning and critical level.
threshold not visible,Check if FTE and CMEs are processing latest files and if there is no issue with the flow.If CMEs are not receiving latest data then it wont be able to show THRSHEVENT messages in the log and same will result in absence of violation details in portal.
Problem with  discovery formula,"Please confirm from customer if the formula has been modified by any means at their end, if this is the case then suggest customer to test with GA discovery formula and update if they still face any issue.If everything works fine with GA formula then they should take care of the updated formula by them self and support is not responsible for correcting the customized formula."
CME crash while resynching from formula manager,"below are the steps which helped to resolve the issue:-  1.We received the walkback files from TELUS on 1st Feb and after going through all the walkback logs and discussion with DC L3 team we came to know that CMEs are crashing while doing resync from formula manager. 2.Later we suggested customer to remove the state directory and restart the CME to see if it helps to complete the resynch. 3.As per the update received from customer, it has reduced the frequency but not completely resolved the issue. 4.Yesterday we had a web-ex session with customer and followed the same steps for CME.2.201 after which we did not observe the crash. 5.During the web-ex session, we also noticed that all the LDRs are processing 31st Jan data for 23rd hour and in provios.log continuously showing CHECKLOADREMERGESTATE message. 6.As there were no error in the log or walk-back file related to LDR ,we suggested customer to monitor the processing for a day and update us in case they still dont see any other message for LDR."
DataStage Fatal error with error EOW has reached its timeout,"Please follow below steps to add a custom property APT_WAIT_EOW_TIMEOUT in the job and set its value to higher than 120  1.In the DataStage Designer, right-click on the job and select Properties. 2.On the Job Properties dialog, select the Parameters tab. 3.Click the Add Environment Variable button. 4.On the Choose environment variable dialog, click on the (New...) text at the top of the dialog. 5.In the Create new environment variable dialog, enter APT_WAIT_EOW_TIMEOUT into both the Name and Prompt fields, and click OK. 6.In the Choose environment variable dialog, under the User Defined section, click on the newly created $APT_WAIT_EOW_TIMEOUT text. (This should add a row for $APT_WAIT_EOW_TIMEOUT to the table on the Parameters tab.) 7.On the Job Properties dialog, click OK. 8.Compile the job. 9.Run the job from the Director and, when prompted, enter ""240"" for the value of APT_WAIT_EOW_TIMEOUT."
missing NRAW data,Check if any error is coming for LDR or CME in proviso.log and confirm if CME is able to do the aggregation or not.Similarly for LDR/DLDR check if there is any issue in loading the data by going through LDR messages in the log.
Rerort headers are not appearing as expected in the reports,Please check if you have missed to import any css/stylesheets/images while migrating the reports.For safer side kindly take a back up of all the directories under legacy/content and copy the same direcotries form working system and run the import.sh.This should resolve the issues related with reports after migration.
SNMP requests with configurable max repititions/repeaters (),"The default MAX-REPETITION value expected by collector is 29. Any value less than 29 will return with snmp communication failure.   We usually suggest our customers to re-configure this MAX-REPETITION value to 29 and above. If it is not possible, we do have a workaround, where you can tweak this value at collector level to work with such devices.   Please go through the below technote and update us if it resolves your issue.   http://www-01.ibm.com/support/docview.wss?uid=swg21693250  "
TNPM 1.4 Metrics enabled are not coming through,"We have installed Cisco IPSLA pack in our local lab and found that standard discovery formula for IPSLA family are creating instances as RTTMon<integer>.  Please see below standard techpack formula for your ready reference.   Def AllowCreationOfSE 0; Dim I1 AS Integer Default * NAME RTTMonIndex;  V01=OIDINST((rttMonCtrlAdminStatus.%I1==1) && (rttMonCtrlAdminRttType.%I1==9), once); V02=OIDVAL(rttMonEchoAdminTargetPort.%V01, once); V03=OIDVAL(rttMonEchoAdminSourcePort.%V01, once); V04=OIDVAL(rttMonEchoAdminNumPackets.%V01); V05=OIDVAL(rttMonEchoAdminInterval.%V01);  # VoIP Jitter properties; V06=OIDVAL(rttMonEchoAdminCodecType.%V01 format clean, once); V07=Filter((%V06==""notApplicable"") ==0); V08=OIDVAL(rttMonEchoAdminCodecNumPackets.%V01); V09=OIDVAL(rttMonEchoAdminCodecInterval.%V01); V10=OIDVAL(rttMonEchoAdminICPIFAdvFactor.%V01);  # Support for one way statistics; V11=OIDVAL(rttMonLatestJitterOperNumOfOW.%V01);  %V02 + %V07 index ""RTTMonIndex<%V01>||-UNSPECIFIED_LABEL||TestTargetPort<%V02>TestSourcePort<%V03>ProbeCount<*%V08>ProbeInterval<%V09>TestCodecType<%V06>TestICPIFAdvFactor<%V10>OneWaySupport<true>||""; %V02 + %V11 index ""RTTMonIndex<%V01>||-UNSPECIFIED_LABEL||TestTargetPort<%V02>TestSourcePort<%V03>ProbeCount<*%V04>ProbeInterval<%V05>OneWaySupport<true>||""; %V02 index ""RTTMonIndex<%V01>||-UNSPECIFIED_LABEL||TestTargetPort<%V02>TestSourcePort<%V03>ProbeCount<*%V04>ProbeInterval<%V05>||"";  Our Instances are without NULL    Below is the GA collection formula for Probes Succeeded (percent) metric:   Def SaveAlias 29527; Dim I1 AS Integer Default * NAME RTTMonIndex; 100 * rttMonLatestJitterOperNumOfRTT.%I1 / rttMonEchoAdminNumPackets.%I1 * DISTRIB(rttMonLatestRttOperTime.%I1 == last(rttMonLatestRttOperTime.%I1), ""==0:1"");  As you can see we are using only %I1 in our collection formulas. There are no standard formulas with rttMonEchoAdminNumPackets.%I2. PSB screenshot for your ready reference.   This suggests that  discovery results are not expected to generate instances in format RTTMon<NULL>probe<Integer> .  So we would recommend you to involve the formula developer to further troubleshoot this issue."
CMGR is not running,Please check if Visual processes have been started in a correct sequence.The correct sequence is as mentioned below:- cnsw logw cmgrw amgrw  So if the sequence was not correct then kindly kill all the processes and start in the sequence as mentioned above.
TNPM Resource View reports issue,The very first step is to confirm if the report stylesheets are missing.This generally happens with the new install or migration.In case the stylesheets are missing then run the export.sh which will create appropriate directories and then copy required meta files from APStlesheets directory present in DataMart server and run import .sh.
CMEs are running behind,Identify if any custom CME formula has been recently deployed at customer end and if the issue is being just observed after the deployment.If this is the case then please ask customer to remove the formula and update us with their observation.
